Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What is your age?,What is your sex?,What is your ethnicity?,"If you selected ""more than one"" or ""other,"" please explain:",Please choose the highest level of education that your parents attained (choose one),Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Happy","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Worried / Anxious","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Pleased","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Angry / Hostile","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Frustrated","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Depressed / Blue","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Relaxed / Calm","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Unhappy","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Enjoyment / Fun","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Peaceful / Serene","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Dull / Bored","Using the 7-point scale below, please indicate the
extent to which you have felt this way in the past 24 hours: - Joyful",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - In most ways my life is close to my ideal","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - The conditions of my life are excellent","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - I am satisfied with my life","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - So far I have gotten the important things I want in life","Please
rate your agreement with each of the five statements below. Use the 7-point
scale provided. - If I could live my life over, I would change almost nothing",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Q39 - I felt a sense of contact with people who care for me, and whom I care for",Q39 - I was lonely,Q39 - I felt close and connected with other people who are important to me,Q39 - I felt unappreciated by one or more important people,Q39 - I felt a strong sense of intimacy with the people I spent time with,Q41 - I had disagreement or conflicts with people I usually get along with,Q41 - I was successfully completing difficult tasks and projects,"Q41 - I experienced some kind of failure, or was unable to do well at something",Q41 - I took on and mastered hard challenges,"Q41 - I did something stupid, that made me feel incompetent",Q43 - I did well even at the hard things,Q43 - I struggled doing something I should be good at,Q43 - I was free to do things my own way,Q43 - I had a lot of pressures I could do without,Q43 - My choices expressed my true self,Q45 - There were people telling me what I had to do,Q45 - I was really doing what interests me,Q45 - I had to do things against my will,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Condition
1/18/18 16:49,1/18/18 16:57,0,100,503,1,1/18/18 16:57,R_ujZUXqw30H3Zr6p,,,,,anonymous,EN,0,0,189.548,0,18,2,6,,1,3.486,98.821,105.507,11,4,3,4,1,2,2,5,2,4,6,4,3,8.664,54.735,55.91,14,4,3,3,5,2,10.113,35.343,39.061,5,4,2,1,1,1,1,4,2,1,1,2,3,2,5,1,4,3,1,18.957,104.124,105.866,19,3
1/18/18 14:03,1/18/18 14:04,0,44,34,0,1/18/18 18:03,R_6QLxiZmKIf2EYLf,,,,,anonymous,EN,4.08,4.08,4.592,1,19,2,6,,5,1.763,26.126,28.471,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 18:00,1/18/18 18:08,0,100,462,1,1/18/18 18:08,R_1LUqDIKN8RNMj5r,,,,,anonymous,EN,0,0,51.675,0,18,2,2,,1,1.142,22.398,24.538,4,4,5,3,3,3,3,3,3,3,3,3,4,144.014,169.895,170.749,12,3,3,4,4,4,8.805,17.966,21.378,5,4,4,4,4,4,3,3,3,2,2,3,3,4,4,5,3,5,3,7.008,157.79,158.671,23,1
1/18/18 18:20,1/18/18 18:24,0,100,241,1,1/18/18 18:24,R_3hFRqyMy7WfAh8m,,,,,anonymous,EN,0,0,4.549,0,18,2,6,,1,13.124,37.392,38.863,5,3,3,3,3,3,3,2,3,4,5,3,2,3.215,23.518,25.83,12,4,4,6,4,4,3.255,16.981,17.994,7,3,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,2,2,7.04,102.635,103.659,21,2
1/18/18 18:19,1/18/18 18:24,0,100,331,1,1/18/18 18:24,R_3h3AUYLSb6hd877,,,,,anonymous,EN,8.885,8.885,22.165,1,18,2,2,,2,4.726,37.515,39.393,4,6,3,6,1,2,1,5,1,6,7,2,6,47.632,86.69,87.396,16,7,7,7,7,7,4.74,14.367,15.023,5,5,2,5,2,4,2,5,2,5,1,5,2,5,2,5,2,5,1,5.975,117.225,119.739,23,1
1/18/18 18:42,1/18/18 18:48,0,100,340,1,1/18/18 18:48,R_2zhJngyfFvODXfY,,,,,anonymous,EN,3.058,3.058,47.875,1,18,2,5,,3,1.41,73.959,75.406,9,5,4,5,3,2,1,4,2,4,5,4,5,6.997,40.815,41.672,14,5,3,5,2,2,52.568,73.699,75.116,6,2,4,2,4,4,1,3,1,1,3,3,1,4,4,3,1,3,3,2.952,92.34,93.119,22,3
1/18/18 18:51,1/18/18 18:56,0,100,340,1,1/18/18 18:56,R_3ExRpGjEALsFN30,,,,,anonymous,EN,30.878,30.878,32.874,1,20,2,6,,3,1.513,47.351,48.509,10,7,4,7,2,2,1,5,1,7,4,1,7,8.201,78.145,80.34,22,6,6,6,6,5,8.441,21.437,22.553,5,5,1,5,5,5,1,1,1,1,1,4,1,5,1,5,1,5,1,7.049,80.588,81.962,27,1
1/18/18 19:13,1/18/18 19:16,0,100,215,1,1/18/18 19:16,R_p6HmQVjqi00SG7T,,,,,anonymous,EN,0,0,6.823,0,18,1,2,,5,0.878,49.99,51.359,11,2,1,2,1,1,6,5,6,4,4,5,3,7.486,39.957,40.701,15,1,1,1,1,1,3.205,8.58,9.267,5,2,4,2,2,2,4,3,4,3,5,2,5,5,3,5,3,5,2,4.129,80.49,81.874,25,1
1/18/18 19:17,1/18/18 19:21,0,100,202,1,1/18/18 19:21,R_Tt7mFBcnsmuOioV,,,,,anonymous,EN,2.68,5.944,7.115,6,18,2,6,,1,1.744,32.888,34.347,24,3,3,3,1,5,2,2,3,2,2,4,3,11.574,35.26,35.967,27,3,5,3,5,3,1.342,30.098,30.691,26,5,3,5,4,5,2,3,3,4,4,3,1,5,5,5,1,5,1,1.126,80.168,80.783,55,2
1/18/18 15:32,1/18/18 15:38,0,96,341,0,1/18/18 19:32,R_3CUxn4lyJHH0V30,,,,,anonymous,EN,0,0,6.211,0,20,2,5,,3,19.897,33.96,51.218,5,6,2,5,2,2,1,4,2,6,4,2,4,9.661,45.491,46.329,13,2,3,5,2,3,7.769,29.623,30.543,7,5,3,5,1,5,1,3,1,1,2,4,2,2,2,2,1,5,1,58.997,166.136,167.035,23,1
1/18/18 19:30,1/18/18 19:44,0,100,853,1,1/18/18 19:44,R_27U3w7vsh5oXpod,,,,,anonymous,EN,336.14,481.064,514.164,4,22,2,6,,5,1.073,30.784,33.22,4,7,5,4,1,1,1,4,1,5,4,2,6,6.804,100.395,101.825,14,5,6,6,7,3,7.97,32.19,33.18,6,5,1,5,1,5,4,5,3,3,1,4,2,3,1,5,3,5,1,16.75,163.691,164.988,21,4
1/18/18 15:43,1/18/18 15:45,0,68,114,0,1/18/18 19:44,R_30o8PF9Fxtn9zVp,,,,,anonymous,EN,6.515,16.944,17.669,4,19,2,3,,3,0.762,40.943,41.46,19,6,1,7,2,4,1,7,1,7,7,2,7,4.81,30.7,32.038,32,6,5,7,7,7,6.734,18.541,19.614,12,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 16:00,1/18/18 16:01,0,8,7,0,1/18/18 20:01,R_V4rW39mjCwXzFFT,,,,,anonymous,EN,0,0,2.397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 16:52,1/18/18 16:54,0,68,138,0,1/18/18 20:52,R_1NC8WKfxh1YJ7VY,,,,,anonymous,EN,5.466,5.466,6.391,1,19,2,6,,1,1.544,19.628,21.497,5,5,3,5,1,3,2,3,2,5,3,2,5,9.562,77.067,78.102,12,5,5,4,5,2,6.894,21.081,22.43,5,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 21:14,1/18/18 21:25,0,100,663,1,1/18/18 21:25,R_20SWd9OEXgaP3dQ,,,,,anonymous,EN,8.091,247.43,249.609,5,20,2,6,,2,1.489,52.218,64.809,11,7,6,6,5,6,3,5,4,4,4,2,6,5.955,135.696,136.994,24,3,2,5,2,1,25.495,50.158,50.801,8,5,3,5,3,1,5,1,5,2,1,2,5,1,1,1,1,1,1,2.908,117.972,119.064,24,1
1/18/18 21:32,1/18/18 21:38,0,100,311,1,1/18/18 21:38,R_2z5WNFgx1Es33bx,,,,,anonymous,EN,0,0,32.259,0,18,2,2,,4,1.561,33.723,36.071,5,5,4,5,1,6,3,4,2,6,4,1,6,45.296,119.713,121.14,13,5,5,4,7,3,6.511,22.557,24.467,5,4,1,5,3,4,3,4,4,2,1,2,4,3,5,3,1,4,2,7.798,72.324,74.053,20,2
1/18/18 21:55,1/18/18 22:02,0,100,466,1,1/18/18 22:02,R_AGKWEY1JbPLND21,,,,,anonymous,EN,0,0,2.551,0,18,2,2,,2,0.986,37.359,38.867,8,7,2,5,1,3,2,7,2,7,6,3,7,4.795,62.265,63.263,14,6,6,7,6,5,45.016,92.902,97.569,12,5,1,5,1,5,1,5,1,3,2,2,4,5,1,5,3,5,1,6.493,252.589,253.792,21,1
1/18/18 18:17,1/18/18 18:18,0,8,47,0,1/18/18 22:18,R_2atVzMc9S4Wan6a,,,,,anonymous,EN,0,0,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 18:24,1/18/18 18:25,0,8,38,0,1/18/18 22:25,R_1kSyCXtWNgX0Yyi,,,,,anonymous,EN,0,0,5.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 22:23,1/18/18 22:28,0,100,315,1,1/18/18 22:28,R_TjZhJtfS1Lp1BRf,,,,,anonymous,EN,0,0,6.789,0,20,2,2,,4,4.196,35.233,36.342,7,7,4,7,3,6,1,6,2,7,7,2,7,4.7,44.609,70.933,12,3,6,7,7,5,15.059,98.428,99.369,6,4,5,5,2,3,1,4,4,4,5,5,5,5,5,5,1,3,1,13.433,88.805,89.272,19,3
1/18/18 22:45,1/18/18 22:50,0,100,290,1,1/18/18 22:50,R_1IR823bsXILW7zn,,,,,anonymous,EN,2.1,2.1,9.669,1,18,2,6,,2,11.271,45.672,52.37,11,6,4,4,2,3,3,4,3,5,3,4,5,8.042,44.971,45.73,15,6,7,7,7,7,1.354,17.332,18.43,10,5,3,4,3,4,1,3,2,4,3,3,4,3,3,4,2,3,1,1.072,137.247,138.292,29,2
1/18/18 22:47,1/18/18 22:52,0,100,298,1,1/18/18 22:52,R_1gnnTY6FSYZmTtg,,,,,anonymous,EN,0,0,6.962,0,19,1,2,,5,1.273,35.914,37.084,10,4,3,3,1,2,3,5,5,4,4,2,4,15.738,62.699,63.275,17,4,3,4,3,7,11.255,49.303,50.254,5,4,3,3,5,4,4,3,5,3,5,2,3,3,3,5,1,5,3,12.28,131.647,132.491,25,3
1/18/18 22:59,1/18/18 23:07,0,100,480,1,1/18/18 23:07,R_2yj6JAqRcIzlDFs,,,,,anonymous,EN,0,0,61.289,0,20,2,7,Mexican and Pakistani,2,1.34,48.612,50.747,9,2,3,3,4,6,1,1,2,2,2,4,2,17.354,78.116,79.065,13,2,3,2,3,3,28.111,60.029,65.004,6,2,4,2,3,2,1,2,3,1,3,3,3,2,5,3,3,1,1,22.681,176.769,178.678,18,1
1/18/18 19:40,1/18/18 19:40,0,8,12,0,1/18/18 23:40,R_1N22C2wyXhHc1H2,,,,,anonymous,EN,0,0,4.323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/18 23:38,1/18/18 23:47,0,100,515,1,1/18/18 23:47,R_1nVqpJ3DS8Txn0E,,,,,anonymous,EN,0,0,3.48,0,19,1,2,,5,1.023,23.279,25.049,4,5,3,4,4,4,2,5,4,6,4,4,4,73.158,230.218,231.76,13,4,5,4,4,5,24.497,37.46,38.585,6,,,,,,3,3,4,3,4,3,3,3,2,3,3,3,3,158.72,206.692,207.396,17,3
1/18/18 22:15,1/18/18 22:15,0,8,13,0,1/19/18 2:15,R_2TFWbmL0vENisCx,,,,,anonymous,EN,0,0,7.149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 0:02,1/19/18 0:02,0,8,8,0,1/19/18 4:02,R_0im4CXfwq7OYut3,,,,,anonymous,EN,0,0,4.182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 8:26,1/19/18 8:29,0,100,182,1,1/19/18 8:29,R_u51OeHXYDYWs3OV,,,,,anonymous,EN,0,0,9.786,0,21,1,2,,4,3.887,23.148,24.119,4,4,5,4,3,5,1,3,4,4,3,,2,8.553,43.475,44.385,13,5,6,6,5,3,8.715,23.563,24.856,6,4,2,3,3,4,5,3,3,3,2,3,3,2,3,2,4,3,2,5.422,70.684,71.85,23,4
1/19/18 8:44,1/19/18 8:46,0,100,120,1,1/19/18 8:46,R_3O06QrdGEUFaKnF,,,,,anonymous,EN,0,0,2.936,0,19,2,6,,1,4.991,21.514,23.594,7,3,3,3,3,3,3,3,3,2,3,4,3,3.02,18.709,19.076,15,2,4,3,3,2,3.399,15.74,17.183,5,4,3,3,2,2,3,3,3,3,3,3,3,2,2,2,5,2,3,4.436,47.255,48.092,21,1
1/19/18 9:21,1/19/18 9:24,0,100,187,1,1/19/18 9:24,R_2xY46cE5VWxe2fa,,,,,anonymous,EN,0,0,45.882,0,18,2,6,,5,1.962,27.725,28.74,5,6,2,6,2,2,1,6,1,6,6,4,6,8.397,36.734,37.484,13,5,6,6,6,4,5.952,15.147,16.098,5,5,1,5,1,5,1,5,1,4,1,3,1,4,1,5,2,4,1,6.886,51.748,52.678,18,4
1/19/18 10:39,1/19/18 10:43,0,100,253,1,1/19/18 10:43,R_PvnWGt0jYqyqkTL,,,,,anonymous,EN,0,0,33.404,0,21,2,2,,4,2.988,32.673,35.47,4,6,3,6,2,2,2,5,2,5,4,1,5,9.405,48.413,49.2,15,5,6,5,5,5,8.062,23.771,24.568,5,5,2,5,1,5,1,4,1,3,1,4,1,4,2,4,1,4,1,6.81,74.758,75.626,22,2
1/19/18 8:14,1/19/18 8:15,0,8,55,0,1/19/18 12:14,R_2PiXXySoxFt4Ke0,,,,,anonymous,EN,0,0,51.315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 13:34,1/19/18 13:38,0,100,250,1,1/19/18 13:38,R_3hmBeSm3gbfeD97,,,,,anonymous,EN,0,0,4.482,0,19,2,2,,4,5.17,25.763,28.923,5,5,4,5,2,3,2,5,2,5,4,5,6,10.169,75.718,76.648,16,4,4,4,3,1,9.646,36.229,37.559,7,3,3,4,1,4,3,4,4,4,4,4,4,3,4,3,4,2,4,6.095,92.691,93.452,20,4
1/19/18 13:37,1/19/18 13:42,0,100,290,1,1/19/18 13:42,R_a4CjDl9HiYinoBz,,,,,anonymous,EN,0,0,25.439,0,18,2,6,,2,1.503,35.908,37.638,12,6,2,6,1,2,3,5,1,6,6,2,6,9.842,58.069,59.525,19,5,6,7,6,6,13.672,36.466,38.671,7,5,1,4,1,5,2,3,3,4,2,3,4,4,1,5,2,4,2,11.258,117.913,119.717,37,4
1/19/18 14:57,1/19/18 15:05,0,100,461,1,1/19/18 15:05,R_2fxrgWZV4KjnD1J,,,,,anonymous,EN,0,0,84.559,0,18,1,6,,1,1.597,39.862,42.45,4,5,4,5,1,2,2,3,2,6,5,1,6,18.306,75.16,77.015,12,4,7,6,7,5,31.391,55.367,56.16,7,4,1,5,4,3,3,2,1,4,1,3,4,5,4,5,2,5,1,9.946,190.558,191.888,26,4
1/19/18 15:08,1/19/18 15:14,0,100,357,1,1/19/18 15:14,R_3nvKMLfrD1RUM1S,,,,,anonymous,EN,3.476,48.494,49.263,23,18,2,6,,3,1.061,43.313,43.922,29,6,4,5,1,3,4,5,2,5,4,3,4,8.792,80.266,81.252,78,5,6,6,6,3,8.076,27.541,27.6,14,5,1,5,5,5,2,3,3,1,4,2,3,3,5,3,5,4,1,1.294,107.296,107.872,67,1
1/19/18 15:42,1/19/18 15:45,0,100,194,1,1/19/18 15:45,R_2CDlbElVdqEexPY,,,,,anonymous,EN,0,0,8.241,0,19,2,2,,5,4.159,25.391,27.926,8,3,4,2,2,3,4,2,3,2,2,4,3,8.345,37.211,38.45,12,2,4,3,3,2,8.567,23.893,24.859,7,3,4,5,2,2,2,3,4,3,3,2,3,2,2,2,3,2,3,5.411,86.386,87.157,18,3
1/19/18 16:28,1/19/18 16:31,0,100,191,1,1/19/18 16:31,R_30k29CSgl5vp2eQ,,,,,anonymous,EN,0,0,3.78,0,19,1,2,,2,7.784,38.076,39.61,9,4,4,2,1,2,1,3,1,2,1,4,4,3.749,25.755,26.481,15,2,6,1,1,2,7.477,21.146,22.899,7,2,3,1,2,1,2,4,2,3,2,3,2,3,2,3,3,2,2,11.325,75.808,76.56,27,3
1/19/18 16:31,1/19/18 16:36,0,100,323,1,1/19/18 16:36,R_124DZcnwXch7tZT,,,,,anonymous,EN,0,0,8.166,0,20,2,2,,5,1.854,56.879,59.407,9,4,2,6,1,3,3,4,3,5,5,5,4,14.019,54.867,56.428,14,5,5,5,4,2,4.923,16.791,18.836,5,4,1,3,2,3,2,3,3,3,4,4,4,4,3,3,3,4,4,5.362,161.624,162.801,20,2
1/19/18 17:19,1/19/18 17:25,0,100,371,1,1/19/18 17:25,R_1C3Xokqqd3wJOCK,,,,,anonymous,EN,0,0,151.914,0,18,2,6,,4,4.713,39.641,40.688,6,7,3,6,2,3,2,4,2,7,3,3,5,8.224,67.235,68.036,12,3,6,6,5,1,6.808,23.21,23.965,5,5,3,5,3,4,1,3,5,3,4,4,5,2,3,3,5,3,2,7.268,73.996,74.69,19,2
1/19/18 16:30,1/19/18 17:33,0,100,3783,1,1/19/18 17:33,R_2EibajaGK4PsU0w,,,,,anonymous,EN,0,0,4.886,0,21,2,7,"Asian, white",4,180.079,562.114,566.145,10,,5,,,,5,,,,,4,4,655.977,2676.808,2678.891,4,2,4,3,2,4,6.98,173.691,174.72,6,3,4,3,4,3,3,3,3,2,2,2,2,3,3,2,3,3,3,131.96,290.103,290.986,20,1
1/19/18 13:39,1/19/18 13:39,0,8,9,0,1/19/18 17:39,R_3DekQbSXKXVpm4I,,,,,anonymous,EN,0,0,3.864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 14:02,1/19/18 14:16,0,8,818,0,1/19/18 18:03,R_yW6ePmSx1bI4UDf,,,,,anonymous,EN,0,0,6.067,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 17:58,1/19/18 18:06,0,100,454,1,1/19/18 18:06,R_3JFJk7r5dYMKp0J,,,,,anonymous,EN,2.702,13.864,16.757,11,18,2,6,,3,126.629,183.247,186.83,30,2,5,2,3,3,5,2,4,2,1,3,2,2.192,48.025,48.794,34,2,3,4,3,3,1.894,29.453,30.155,14,3,3,3,3,1,3,3,5,3,5,1,5,3,3,5,3,2,1,8.689,122.274,125.705,61,1
1/19/18 20:03,1/19/18 20:06,0,100,171,1,1/19/18 20:06,R_1g26SUvIo4GZvly,,,,,anonymous,EN,0,0,4.513,0,18,1,5,,4,1.006,32.826,34.98,7,2,5,1,1,6,6,2,7,2,2,6,1,5.613,39.306,40.078,13,1,3,2,1,2,7.071,22.695,23.786,6,3,2,1,2,1,3,2,3,3,1,2,5,2,5,2,2,3,1,7.249,54.479,57.913,21,2
1/19/18 16:21,1/19/18 16:21,0,8,12,0,1/19/18 20:21,R_s5yxeKnvjjnxwLT,,,,,anonymous,EN,0,0,9.026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 16:35,1/19/18 16:35,0,8,6,0,1/19/18 20:35,R_2sZrlSMY3jnfKzF,,,,,anonymous,EN,0,0,2.469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/18 20:58,1/19/18 21:04,0,100,340,1,1/19/18 21:04,R_2DY5Q89z3E2YzCE,,,,,anonymous,EN,0,0,53.529,0,20,1,6,,1,1.792,25.827,27.95,6,5,4,5,1,2,1,2,1,3,2,3,4,13.196,62.23,67.112,16,5,5,6,6,6,17.521,70.058,79.915,5,4,2,4,1,5,4,4,5,4,4,4,5,3,3,4,1,5,1,7.45,103.336,104.32,23,3
1/19/18 22:21,1/19/18 22:33,0,100,666,1,1/19/18 22:33,R_2D5jCvBZpa3ojs9,,,,,anonymous,EN,0.987,173.403,236.556,33,20,2,6,,2,8.236,80.767,85.279,24,6,1,6,4,4,1,6,2,7,4,1,4,12.898,90.247,92.113,20,4,7,5,7,1,11.307,39.236,42.423,6,5,1,5,3,5,3,4,5,1,1,5,4,5,1,2,3,3,1,4.288,178.835,180.864,43,4
1/19/18 23:30,1/19/18 23:34,0,100,278,1,1/19/18 23:34,R_1NrxgPY0DrhqLWh,,,,,anonymous,EN,2.268,34.085,34.859,10,18,2,2,,3,1.261,30.434,34.51,18,5,6,5,1,2,1,4,1,3,5,1,4,8.285,52.823,55.231,41,5,4,6,5,4,7.396,23.824,24.855,11,4,2,4,1,4,1,3,4,3,1,3,2,4,3,3,1,5,1,6.224,82.876,82.953,72,2
1/19/18 23:31,1/19/18 23:39,0,100,485,1,1/19/18 23:39,R_1jreTsAzODWfPl4,,,,,anonymous,EN,1.223,188.384,189.963,29,19,2,6,,2,1.057,41.779,45.229,22,3,4,4,1,3,3,4,1,2,3,3,3,1.394,71.567,76.305,42,2,3,4,2,2,4.93,19.148,20.393,10,4,1,4,1,5,2,2,2,2,3,2,5,4,3,2,2,3,2,6.478,104.03,105.146,60,2
1/20/18 9:16,1/20/18 9:19,0,100,206,1,1/20/18 9:19,R_10CKL7L3xtSDnDx,,,,,anonymous,EN,3.37,33.718,43.027,21,19,1,2,,4,0.784,24.719,29.368,4,4,4,5,2,3,4,5,4,2,5,5,2,8.449,34.472,35.128,12,5,5,2,2,1,5.904,17.992,18.984,6,2,4,3,3,3,2,4,4,4,3,4,3,3,4,5,4,4,2,6.732,73.252,74.171,20,3
1/20/18 13:20,1/20/18 13:22,0,100,134,1,1/20/18 13:22,R_2PjufM4J4jS2QOt,,,,,anonymous,EN,0.651,1.965,2.758,3,18,1,6,,3,1.194,24.56,25.79,26,5,6,5,1,2,5,4,5,3,4,6,5,4.404,34.056,34.952,38,5,6,5,5,2,1.852,15.864,16.843,14,3,5,3,4,3,1,3,5,3,5,3,4,3,4,3,3,3,3,2.913,44.997,45.989,47,2
1/20/18 13:20,1/20/18 13:29,0,100,516,1,1/20/18 13:29,R_1q9bruonEP5p4F4,,,,,anonymous,EN,0,0,82.301,0,18,1,2,,4,1.75,38.098,42.844,5,4,4,4,2,3,3,4,3,3,3,3,3,101.835,175.904,177.318,15,3,4,4,4,5,10.235,30.944,33.565,6,3,2,2,2,2,1,2,1,2,1,2,1,3,2,2,2,3,2,6.941,138.243,141.857,23,1
1/20/18 13:57,1/20/18 14:00,0,100,150,1,1/20/18 14:00,R_3qKeWJxfzf3FbiB,,,,,anonymous,EN,0,0,9.5,0,19,1,2,,5,1.071,23.619,26.31,6,7,3,1,1,1,1,7,1,6,7,3,6,4.039,38.223,39.078,17,6,6,6,6,6,4.799,10.127,10.993,5,5,2,5,1,4,1,5,1,4,1,4,1,4,1,4,1,5,1,6.54,51.162,51.922,18,4
1/20/18 14:31,1/20/18 14:38,0,100,392,1,1/20/18 14:38,R_12SCOn5wuiOJPRF,,,,,anonymous,EN,0,0,198.214,0,21,2,7,White and African American,4,3.003,43.167,44.38,8,4,3,4,2,3,3,5,2,3,3,3,4,8.204,40.03,40.925,12,3,3,5,5,3,7.144,19.79,20.608,5,4,3,4,2,4,3,4,2,4,4,4,3,4,4,3,3,4,3,9.095,79.157,79.93,22,4
1/20/18 16:00,1/20/18 16:08,0,100,480,1,1/20/18 16:08,R_41wAKO5u573qMk9,,,,,anonymous,EN,0,0,5.457,0,18,1,5,,5,1.346,32.308,46.662,5,4,6,4,2,4,6,5,4,4,4,7,3,6.86,69.874,71.508,12,4,6,3,3,3,5.596,27.684,37.439,5,3,4,3,3,2,1,1,2,1,4,2,3,3,2,3,2,2,1,25.915,255.064,259.985,26,1
1/20/18 16:49,1/20/18 16:59,0,100,602,1,1/20/18 16:59,R_VP5udKV2cBoFEK5,,,,,anonymous,EN,256.578,256.578,289.876,1,20,1,6,,2,1.437,47.919,50.967,8,4,3,4,1,3,5,3,3,5,2,3,4,8.863,58.364,59.749,13,5,3,2,3,1,18.33,39.369,40.779,5,5,3,4,3,4,1,5,2,1,1,3,1,5,5,1,3,2,4,12.259,110.861,113.482,18,2
1/20/18 20:23,1/20/18 20:26,0,100,229,1,1/20/18 20:26,R_DdacAXI1IHdZk09,,,,,anonymous,EN,3.224,7.774,10.129,3,18,1,6,,2,0.974,39.605,40.467,18,6,4,7,2,3,4,6,3,6,6,4,4,8.615,47.398,48.346,34,5,3,5,6,6,8.837,30.336,31.573,13,5,3,5,2,5,2,5,2,3,2,5,3,3,3,4,2,3,2,4.873,82.474,83.707,63,1
1/20/18 20:56,1/20/18 21:04,0,100,492,1,1/20/18 21:04,R_1IplGqucWatHji8,,,,,anonymous,EN,0,0,9.701,0,33,2,6,,2,2.245,60.727,64.665,9,4,3,4,2,2,3,2,2,4,4,1,3,104.798,192.978,194.329,14,5,4,5,5,3,23.001,46.211,47.769,5,4,3,4,3,4,2,3,4,3,3,2,4,4,4,5,2,4,2,39.178,154.596,156.032,21,1
1/20/18 21:01,1/20/18 21:06,0,100,249,1,1/20/18 21:06,R_YS4CGJh06yuAIMh,,,,,anonymous,EN,0,0,64.169,0,18,2,2,,5,1.984,26.995,28.049,4,5,6,6,3,4,4,3,4,5,3,6,5,5.366,52.295,53.316,14,3,2,2,5,5,10.659,21.111,22.192,5,5,3,4,4,5,4,5,3,4,4,3,5,3,5,5,5,5,4,5.714,70.201,71.321,20,2
1/20/18 17:49,1/20/18 17:50,0,8,16,0,1/20/18 21:49,R_3MRpTXVSRkTJEST,,,,,anonymous,EN,0,0,3.306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/18 21:45,1/20/18 21:52,0,100,432,1,1/20/18 21:52,R_27fe0hFMvTdqwR9,,,,,anonymous,EN,0,0,3.327,0,20,2,5,,3,7.543,32.04,33.58,5,6,2,6,3,2,1,5,2,6,2,1,5,5.158,46.049,46.883,13,3,3,4,5,2,6.55,29.612,31.041,7,4,1,4,1,3,2,4,2,3,2,4,2,3,4,4,4,3,1,7.592,298.52,308.212,22,4
